"","X","modelbaseversion","suppliercountry","suppliernationalidentifier","publicationlanguage","publicationtime","publicationcountry","publicationnationalidentifier","situationid","situationconfidentiality","situationinformationstatus","situationurgency","situationrecordid","situationrecordcreationtime","situationrecordversion","situationrecordversiontime","situationrecordfirstsupplierversiontime","probabilityofoccurrence","validitystatus","overallstarttime","delaytimevalue","openlrbinary","openlrversion","alertceventcode","abnormaltraffictype","averagespeed","effectonroadlayout","roadmaintenancetype","roadmaintenancevalue","roadmaintenancelang","constructionworktype","networkmanagementtype","vehicleobstructiontype","accidenttype","obstructiontype","environmentalobstructiontype","poorenvironmenttype","ID","lon","lat"
"617",617,1,"nl","TomTom Traffic Service","en","2016-05-10 14:58:30","other","76624715-56b0-46f7-a8cc-567fb22069ce","TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144981817536192","internalUse","real","urgent","TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144981817536192-1","2016-05-10 14:39:34",2,"2016-05-10 14:58:30","2016-05-10 14:58:30","probable","active","2016-05-10 14:39:34",253,"C/wxERmzHSORDQCZ/ZQjfwgK",3,108,"queueingTraffic",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144963350899344",-5.35045981404614,36.1465752123063
"618",618,1,"nl","TomTom Traffic Service","en","2016-05-10 15:14:30","other","76624715-56b0-46f7-a8cc-567fb22069ce","TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144981817587265","internalUse","real","urgent","TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144981817587265-1","2016-05-10 15:11:00",2,"2016-05-10 15:14:30","2016-05-10 15:14:30","probable","active","2016-05-10 15:11:00",178,"C/ww9xmy5ySACABHAaYjEg==",3,108,"queueingTraffic",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144981817088192",-5.35623192784616,36.1391079424088
"619",619,1,"nl","TomTom Traffic Service","en","2016-05-10 15:29:05","other","76624715-56b0-46f7-a8cc-567fb22069ce","TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144981817587265","internalUse","real","urgent","TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144981817587265-1","2016-05-10 15:11:00",3,"2016-05-10 15:29:05","2016-05-10 15:29:05","probable","active","2016-05-10 15:11:00",186,"C/wxABmzNyOdCQBQAcsjMCY=",3,108,"queueingTraffic",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144981817088192",-5.35623192784616,36.1391079424088
"620",620,1,"nl","TomTom Traffic Service","en","2016-05-10 15:44:00","other","76624715-56b0-46f7-a8cc-567fb22069ce","TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144981817587265","internalUse","real","urgent","TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144981817587265-1","2016-05-10 15:11:00",3,"2016-05-10 15:44:00","2016-05-10 15:44:00","probable","active","2016-05-10 15:11:00",186,"C/wxABmzNyOdCQBQAcsjMCY=",3,108,"queueingTraffic",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144981817088192",-5.35606026646921,36.1391508577531
"621",621,1,"nl","TomTom Traffic Service","en","2016-05-10 17:14:00","other","76624715-56b0-46f7-a8cc-567fb22069ce","TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144954117376144","internalUse","real","urgent","TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144954117376144-1","2016-05-10 16:48:00",6,"2016-05-10 17:14:00","2016-05-10 17:14:00","probable","active","2016-05-10 16:48:00",318,"C/wyRRm07AsgDwB2AhgLbhop",3,108,"queueingTraffic",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144981817062720",-5.35601735112497,36.1389791963761
"622",622,1,"nl","TomTom Traffic Service","en","2016-05-11 08:13:30","other","76624715-56b0-46f7-a8cc-567fb22069ce","TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144944884428944","internalUse","real","urgent","TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144944884428944-1","2016-05-11 07:30:30",5,"2016-05-11 08:13:30","2016-05-11 08:13:30","probable","active","2016-05-11 07:30:30",773,"C/wxURm16gw4DAI7/9wLAA==",3,101,"stationaryTraffic",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144963350899344",-5.35045981404614,36.1465752123063
"623",623,1,"nl","TomTom Traffic Service","en","2016-05-11 11:14:00","other","76624715-56b0-46f7-a8cc-567fb22069ce","TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144963351155392","internalUse","real","urgent","TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144963351155392-1","2016-05-11 11:11:00",2,"2016-05-11 11:14:00","2016-05-11 11:14:00","probable","active","2016-05-11 11:11:00",210,"C/wy1Rm0dyOZBf6sAG4jCQ==",3,101,"stationaryTraffic",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144981817062720",-5.35623192784616,36.1391079424088
"624",624,1,"nl","TomTom Traffic Service","en","2016-05-11 11:59:30","other","76624715-56b0-46f7-a8cc-567fb22069ce","TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144963350604992","internalUse","real","urgent","TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144963350604992-1","2016-05-11 11:59:11",1,"2016-05-11 11:59:30","2016-05-11 11:59:30","probable","active","2016-05-11 11:59:11",163,"C/wxXRm0IyOVBf92/w0jAg==",3,108,"queueingTraffic",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144963350899344",-5.35601735112497,36.1473476885026
"625",625,1,"nl","TomTom Traffic Service","en","2016-05-11 11:59:30","other","76624715-56b0-46f7-a8cc-567fb22069ce","TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144963351104144","internalUse","real","urgent","TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144963351104144-1","2016-05-11 11:57:30",1,"2016-05-11 11:59:30","2016-05-11 11:59:30","probable","active","2016-05-11 11:57:30",189,"C/wyKBm0lAoxCf5f/xsLRAw=",3,108,"queueingTraffic",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144981817062720",-5.35623192784616,36.1391079424088
"626",626,1,"nl","TomTom Traffic Service","en","2016-05-11 12:14:00","other","76624715-56b0-46f7-a8cc-567fb22069ce","TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144963350604992","internalUse","real","urgent","TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144963350604992-1","2016-05-11 11:59:11",1,"2016-05-11 12:14:00","2016-05-11 12:14:00","probable","active","2016-05-11 11:59:11",163,"C/wxXRm0IyOVBf92/w0jAg==",3,108,"queueingTraffic",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144963351155264",-5.34674763676955,36.1479270456498
"627",627,1,"nl","TomTom Traffic Service","en","2016-05-11 12:29:30","other","76624715-56b0-46f7-a8cc-567fb22069ce","TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144963350604992","internalUse","real","urgent","TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144963350604992-1","2016-05-11 11:59:11",2,"2016-05-11 12:29:30","2016-05-11 12:29:30","probable","active","2016-05-11 11:59:11",160,"C/wxXRm0IyOVBf92/w0jQjc=",3,108,"queueingTraffic",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144963350899344",-5.35601735112497,36.1473476885026
"628",628,1,"nl","TomTom Traffic Service","en","2016-05-11 13:59:30","other","76624715-56b0-46f7-a8cc-567fb22069ce","TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144963350604992","internalUse","real","urgent","TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144963350604992-1","2016-05-11 13:56:30",1,"2016-05-11 13:59:30","2016-05-11 13:59:30","probable","active","2016-05-11 13:56:30",267,"C/wxXRm0IyOVBf92/w0jAg==",3,101,"stationaryTraffic",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144981817062720",-5.35623192784616,36.1391079424088
"629",629,1,"nl","TomTom Traffic Service","en","2016-05-11 14:14:30","other","76624715-56b0-46f7-a8cc-567fb22069ce","TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144963350604992","internalUse","real","urgent","TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144963350604992-1","2016-05-11 13:56:30",3,"2016-05-11 14:14:30","2016-05-11 14:14:30","probable","active","2016-05-11 13:56:30",133,"C/wxJRm0DSOQA//t/zwjAg==",3,108,"queueingTraffic",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144963351155264",-5.34674763676955,36.1479270456498
"630",630,1,"nl","TomTom Traffic Service","en","2016-05-11 14:29:30","other","76624715-56b0-46f7-a8cc-567fb22069ce","TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144963350604992","internalUse","real","urgent","TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144963350604992-1","2016-05-11 13:56:30",5,"2016-05-11 14:29:30","2016-05-11 14:29:30","probable","active","2016-05-11 13:56:30",166,"C/wxJRm0DSOQBP/R/wcjIQg=",3,108,"queueingTraffic",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144981817062720",-5.35623192784616,36.1391079424088
"631",631,1,"nl","TomTom Traffic Service","en","2016-05-11 14:58:30","other","76624715-56b0-46f7-a8cc-567fb22069ce","TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144981817318592","internalUse","real","urgent","TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144981817318592-1","2016-05-11 14:57:00",1,"2016-05-11 14:58:30","2016-05-11 14:58:30","probable","active","2016-05-11 14:57:00",166,"C/wxXRmx+CSbCv8hAhAkDg==",3,115,"slowTraffic",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144954117363344",-5.34861445424391,36.1522400377457
"632",632,1,"nl","TomTom Traffic Service","en","2016-05-11 15:29:30","other","76624715-56b0-46f7-a8cc-567fb22069ce","TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144981817062592","internalUse","real","urgent","TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144981817062592-1","2016-05-11 15:24:30",2,"2016-05-11 15:29:30","2016-05-11 15:29:30","probable","active","2016-05-11 15:24:30",291,"C/wxGRmypSONCgEI/rYkGw==",3,101,"stationaryTraffic",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144963351155392",-5.34576058385207,36.1475622652238
"633",633,1,"nl","TomTom Traffic Service","en","2016-05-11 15:44:30","other","76624715-56b0-46f7-a8cc-567fb22069ce","TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144981817062592","internalUse","real","urgent","TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144981817062592-1","2016-05-11 15:24:30",2,"2016-05-11 15:44:30","2016-05-11 15:44:30","probable","active","2016-05-11 15:24:30",291,"C/wxGRmypSONCgEI/rYkGw==",3,101,"stationaryTraffic",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144944884454544",-5.35185456273388,36.1559736726944
"634",634,1,"nl","TomTom Traffic Service","en","2016-05-11 16:29:30","other","76624715-56b0-46f7-a8cc-567fb22069ce","TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144954117516944","internalUse","real","urgent","TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144954117516944-1","2016-05-11 16:23:30",1,"2016-05-11 16:29:30","2016-05-11 16:29:30","probable","active","2016-05-11 16:23:30",277,"C/wybxm1vAwkBgAcAFoLLjo=",3,108,"queueingTraffic",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144944884454544",-5.35185456273388,36.1559736726944
"635",635,1,"nl","TomTom Traffic Service","en","2016-05-11 16:59:30","other","76624715-56b0-46f7-a8cc-567fb22069ce","TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144981817062592","internalUse","real","urgent","TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144981817062592-1","2016-05-11 16:52:36",1,"2016-05-11 16:59:30","2016-05-11 16:59:30","probable","active","2016-05-11 16:52:36",170,"C/wxGRmypSONCQD9/r4jFA==",3,108,"queueingTraffic",9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144944884454544",-5.35404324529002,36.1552655695145
"636",636,1,"nl","TomTom Traffic Service","en","2016-05-11 17:13:00","other","76624715-56b0-46f7-a8cc-567fb22069ce","TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144981817062592","internalUse","real","urgent","TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144981817062592-1","2016-05-11 16:52:36",1,"2016-05-11 17:13:00","2016-05-11 17:13:00","probable","active","2016-05-11 16:52:36",170,"C/wxGRmypSONCQD9/r4jFA==",3,108,"queueingTraffic",9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144944884454544",-5.35404324529002,36.1552655695145
"637",637,1,"nl","TomTom Traffic Service","en","2016-05-11 18:29:30","other","76624715-56b0-46f7-a8cc-567fb22069ce","TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144954117913744","internalUse","real","urgent","TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144954117913744-1","2016-05-11 18:12:30",2,"2016-05-11 18:29:30","2016-05-11 18:29:30","probable","active","2016-05-11 18:12:30",421,"C/wyRRm07AsgDwB2AhgLbhoX",3,108,"queueingTraffic",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144963351129744",-5.3513181209309,36.1465108392899
"638",638,1,"nl","TomTom Traffic Service","en","2016-05-11 18:43:00","other","76624715-56b0-46f7-a8cc-567fb22069ce","TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144954117913744","internalUse","real","urgent","TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144954117913744-1","2016-05-11 18:12:30",3,"2016-05-11 18:43:00","2016-05-11 18:43:00","probable","active","2016-05-11 18:12:30",333,"C/wyRRm07AsgDwB2AhgLbhoX",3,108,"queueingTraffic",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144963350912144",-5.35543799397776,36.1468970773881
"639",639,1,"nl","TomTom Traffic Service","en","2016-05-12 07:58:30","other","76624715-56b0-46f7-a8cc-567fb22069ce","TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144963351065872","internalUse","real","urgent","TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144963351065872-1","2016-05-12 07:48:00",3,"2016-05-12 07:58:30","2016-05-12 07:58:30","probable","active","2016-05-12 07:48:00",362,"C/wyVRm1ogowFf3r/NYMQwo=",3,108,"queueingTraffic",9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144944884454544",-5.35404324529002,36.1552655695145
"640",640,1,"nl","TomTom Traffic Service","en","2016-05-12 08:13:00","other","76624715-56b0-46f7-a8cc-567fb22069ce","TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144944884454544","internalUse","real","urgent","TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144944884454544-1","2016-05-12 07:30:00",14,"2016-05-12 08:13:00","2016-05-12 08:13:00","probable","active","2016-05-12 07:30:00",1256,"C/wxVRm14gw+JAAP/EwMAw==",3,108,"queueingTraffic",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144963351129744",-5.3513181209309,36.1465108392899
"641",641,1,"nl","TomTom Traffic Service","en","2016-05-12 08:28:30","other","76624715-56b0-46f7-a8cc-567fb22069ce","TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144963350912144","internalUse","real","urgent","TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144963350912144-1","2016-05-12 08:27:30",1,"2016-05-12 08:28:30","2016-05-12 08:28:30","probable","active","2016-05-12 08:27:30",142,"C/ww7hm0cAwqCAFq/+ELEw==",3,108,"queueingTraffic",9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144963350912144",-5.35543799397776,36.1468970773881
"642",642,1,"nl","TomTom Traffic Service","en","2016-05-12 08:28:30","other","76624715-56b0-46f7-a8cc-567fb22069ce","TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144963351065873","internalUse","real","urgent","TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144963351065873-1","2016-05-12 07:30:00",5,"2016-05-12 08:28:30","2016-05-12 08:28:30","probable","active","2016-05-12 07:30:00",228,"C/wyUBm1UQswC/8e/ccKZk4M",3,101,"stationaryTraffic",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144944884454544",-5.35185456273388,36.1559736726944
"643",643,1,"nl","TomTom Traffic Service","en","2016-05-12 08:28:30","other","76624715-56b0-46f7-a8cc-567fb22069ce","TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144944884454544","internalUse","real","urgent","TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144944884454544-1","2016-05-12 07:30:00",19,"2016-05-12 08:28:30","2016-05-12 08:28:30","probable","active","2016-05-12 07:30:00",537,"C/wxRxm15wwwCwJS/+QLAA==",3,101,"stationaryTraffic",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144944884454544",-5.35185456273388,36.1559736726944
"644",644,1,"nl","TomTom Traffic Service","en","2016-05-12 08:43:30","other","76624715-56b0-46f7-a8cc-567fb22069ce","TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144944884454544","internalUse","real","urgent","TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144944884454544-1","2016-05-12 07:30:00",21,"2016-05-12 08:43:30","2016-05-12 08:43:30","probable","active","2016-05-12 07:30:00",537,"C/wxRxm15wwwCwJS/+QLAA==",3,101,"stationaryTraffic",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144944884454544",-5.35404324529002,36.1552655695145
"645",645,1,"nl","TomTom Traffic Service","en","2016-05-12 08:59:00","other","76624715-56b0-46f7-a8cc-567fb22069ce","TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144963351104144","internalUse","real","urgent","TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144963351104144-1","2016-05-12 08:44:09",2,"2016-05-12 08:59:00","2016-05-12 08:59:00","probable","active","2016-05-12 08:44:09",197,"C/wyKBm0lAoxCv5M/xkMQws=",3,108,"queueingTraffic",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144944884454544",-5.35404324529002,36.1552655695145
"646",646,1,"nl","TomTom Traffic Service","en","2016-05-12 08:59:00","other","76624715-56b0-46f7-a8cc-567fb22069ce","TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144944884454544","internalUse","real","urgent","TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144944884454544-1","2016-05-12 07:30:00",22,"2016-05-12 08:59:00","2016-05-12 08:59:00","probable","active","2016-05-12 07:30:00",745,"C/wxRxm15wwwCwJS/+QLAA==",3,101,"stationaryTraffic",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144944884454544",-5.35404324529002,36.1552655695145
"647",647,1,"nl","TomTom Traffic Service","en","2016-05-12 09:14:30","other","76624715-56b0-46f7-a8cc-567fb22069ce","TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144963351104144","internalUse","real","urgent","TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144963351104144-1","2016-05-12 08:44:09",2,"2016-05-12 09:14:30","2016-05-12 09:14:30","probable","active","2016-05-12 08:44:09",197,"C/wyKBm0lAoxCv5M/xkMQws=",3,108,"queueingTraffic",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144944884454544",-5.35404324529002,36.1552655695145
"648",648,1,"nl","TomTom Traffic Service","en","2016-05-12 09:14:30","other","76624715-56b0-46f7-a8cc-567fb22069ce","TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144944884454544","internalUse","real","urgent","TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144944884454544-1","2016-05-12 07:30:00",22,"2016-05-12 09:14:30","2016-05-12 09:14:30","probable","active","2016-05-12 07:30:00",745,"C/wxRxm15wwwCwJS/+QLAA==",3,101,"stationaryTraffic",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144963350950416",-5.35543799397776,36.1468970773881
"649",649,1,"nl","TomTom Traffic Service","en","2016-05-12 09:29:30","other","76624715-56b0-46f7-a8cc-567fb22069ce","TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144944884454544","internalUse","real","urgent","TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144944884454544-1","2016-05-12 07:30:00",23,"2016-05-12 09:29:30","2016-05-12 09:29:30","probable","active","2016-05-12 07:30:00",773,"C/wxURm16gw4DAI7/9wLAA==",3,101,"stationaryTraffic",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144944884454544",-5.35404324529002,36.1552655695145
"650",650,1,"nl","TomTom Traffic Service","en","2016-05-12 09:44:30","other","76624715-56b0-46f7-a8cc-567fb22069ce","TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144944884454544","internalUse","real","urgent","TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144944884454544-1","2016-05-12 07:30:00",24,"2016-05-12 09:44:30","2016-05-12 09:44:30","probable","active","2016-05-12 07:30:00",798,"C/wxURm16gw4DQIx/4sKIBA=",3,101,"stationaryTraffic",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144963350899344",-5.35045981404614,36.1465752123063
"651",651,1,"nl","TomTom Traffic Service","en","2016-05-12 09:59:30","other","76624715-56b0-46f7-a8cc-567fb22069ce","TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144944884454544","internalUse","real","urgent","TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144944884454544-1","2016-05-12 07:30:00",26,"2016-05-12 09:59:30","2016-05-12 09:59:30","probable","active","2016-05-12 07:30:00",795,"C/wxVRm14gw+DAIy/+0LAA==",3,101,"stationaryTraffic",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144963350950416",-5.35543799397776,36.1468970773881
"652",652,1,"nl","TomTom Traffic Service","en","2016-05-12 10:14:30","other","76624715-56b0-46f7-a8cc-567fb22069ce","TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144944884454544","internalUse","real","urgent","TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144944884454544-1","2016-05-12 07:30:00",26,"2016-05-12 10:14:30","2016-05-12 10:14:30","probable","active","2016-05-12 07:30:00",795,"C/wxVRm14gw+DAIy/+0LAA==",3,101,"stationaryTraffic",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144963351116944",-5.35037398335767,36.1467897890275
"653",653,1,"nl","TomTom Traffic Service","en","2016-05-12 10:28:30","other","76624715-56b0-46f7-a8cc-567fb22069ce","TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144944884454544","internalUse","real","urgent","TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144944884454544-1","2016-05-12 07:30:00",26,"2016-05-12 10:28:30","2016-05-12 10:28:30","probable","active","2016-05-12 07:30:00",795,"C/wxVRm14gw+DAIy/+0LAA==",3,101,"stationaryTraffic",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144963351155392",-5.34576058385207,36.1475622652238
"654",654,1,"nl","TomTom Traffic Service","en","2016-05-12 10:44:30","other","76624715-56b0-46f7-a8cc-567fb22069ce","TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144963351116944","internalUse","real","urgent","TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144963351116944-1","2016-05-12 10:36:30",1,"2016-05-12 10:44:30","2016-05-12 10:44:30","probable","active","2016-05-12 10:36:30",234,"C/wx/hm0Uwo0CP5h/8UKKwY=",3,108,"queueingTraffic",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144944884454544",-5.35400032994578,36.155351400203
"655",655,1,"nl","TomTom Traffic Service","en","2016-05-12 10:44:30","other","76624715-56b0-46f7-a8cc-567fb22069ce","TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144963350950416","internalUse","real","urgent","TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144963350950416-1","2016-05-12 10:36:30",1,"2016-05-12 10:44:30","2016-05-12 10:44:30","probable","active","2016-05-12 10:36:30",355,"C/wxEhm0WAosAwCw/4sMGQ==",3,101,"stationaryTraffic",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144963350950416",-5.35543799397776,36.1468970773881
